KOTA/KABUPATEN;KECAMATAN;REG;ESTIMASI REG;OKE;ESTIMASI OKE;YES;ESTIMASI YES;ORIGIN
LubukLinggau;LubukLinggau;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauBaratI;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauBaratII;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauSelatanI;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauSelatanII;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauTimurI;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauTimurII;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauUtaraI;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
LubukLinggau;LubuklinggauUtaraII;63000;4 - 5 Hari;54000;7 - 8 Hari;-;-;YOGYAKARTA
OganKomeringUluTimur;MadangSukuI;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUluTimur;MadangSukuII;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUluTimur;MADANGSUKUIII;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;MakartiJaya;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUluTimur;Martapura;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
MusiRawas;MegangSakti;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUluSelatan;MekakauIlir;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Lahat;Merapi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;Mesuji;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;MuaraBelikan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;MuaraBeliti;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;MuaraBelitiBaru;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
OganKomeringUluSelatan;MuaraDua;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
OganKomeringUluSelatan;MuaraduaKisam;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;MuaraEnim;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
MusiRawas;MuaraKelingi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganIlir;MuaraKuang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;MuaraLakitan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;MuaraPadang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
EmpatLawang;MuaraPinang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;MuaraRupit;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;MuaraTelang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Lahat;MulakUlu;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;Nibung;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
PagarAlam;PagarAlam;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
PagarAlam;PagarAlamSelatan;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
PagarAlam;PagarAlamUtara;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
Lahat;PajarBulan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;Palembang;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
OganKomeringIlir;Pampangan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;PangkalanBalai;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
EmpatLawang;PasemahAirKeruh;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;Pedamaran;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;PematangPanggang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganIlir;Pemulutan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
EmpatLawang;Pendopo;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUlu;Pengandonan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUlu;Peninjauan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;PenukalAbab;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;PenukalUtara;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;Plaju;31000;2 - 3 Hari;27000;4 - 5 Hari;-;-;YOGYAKARTA
Prabumulih;Prabumulih;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
Prabumulih;PrabumulihBarat;65000;4 - 5 Hari;57000;7 - 8 Hari;-;-;YOGYAKARTA
Prabumulih;PrabumulihTimur;65000;4 - 5 Hari;57000;7 - 8 Hari;-;-;YOGYAKARTA
OganKomeringUluSelatan;PulauBeringin;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Lahat;PulauPinang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;PulauRimau;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;Purwodadi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Prabumulih;RambangKapakTengah;65000;4 - 5 Hari;57000;7 - 8 Hari;-;-;YOGYAKARTA
Banyuasin;Rambutan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganIlir;RantauAlai;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;RantauBayur;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;RawasIlir;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;RawasUlu;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;Rembang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;RembangDangku;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;Sako;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
MusiBanyuasin;SangaDesa;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;SeberangUluI;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
Palembang;SeberangUluII;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
MusiBanyuasin;Sekayu;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
MusiRawas;Selangit;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;SematangBorang;31000;2 - 3 Hari;27000;4 - 5 Hari;-;-;YOGYAKARTA
OganKomeringUluTimur;SemendawaSukuIII;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;SemendeDaratLaut;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;SemendeDaratTengah;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;SemendeDaratUlu;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUlu;SemidangAji;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUluSelatan;Simpang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;SirahPulauPadang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUlu;SosohBuayRayap;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Palembang;Sukarame;31000;2 - 3 Hari;27000;4 - 5 Hari;45000;-;YOGYAKARTA
MusiBanyuasin;SungaiKeruh;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiBanyuasin;SungaiLilin;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
MuaraEnim;SungaiRotan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Banyuasin;TalangKelapa;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
EmpatLawang;TalangPadang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;TalangUbi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;TanahAbang;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;TanjungAgung;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganIlir;TanjungBatu;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;TanjungLubuk;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganIlir;TanjungRaja;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
Lahat;TanjungSakti;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
EmpatLawang;TebingTinggi;52000;4 - 5 Hari;45000;7 - 8 Hari;-;-;YOGYAKARTA
MusiRawas;Tugumulyo;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringIlir;TulungSelapan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MuaraEnim;UjanMas;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
EmpatLawang;UluMusi;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
OganKomeringUlu;UluOgan;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
MusiRawas;UluRawas;65000;7 - 8 Hari;57000;9 - 10 Hari;-;-;YOGYAKARTA
TojoUnaUna;AmpanaKota;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
TojoUnaUna;AmpanaTete;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ParigiMoutong;Ampibabo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;Bahodopi;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Balaesang;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Balantak;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Banawa;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;Banggai;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
ToliToli;Baolan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;Basidondo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Batui;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Biau;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Boalemo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;BokanKepulauan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Bokat;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ParigiMoutong;BolanoLambunu;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Bukal;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;Buko;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;Bulagi;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;BulagiSelatan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;BumiRaya;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;Bungku;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
Morowali;BungkuBarat;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;BungkuSelatan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;BungkuTengah;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;BungkuUtara;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Bunobogu;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Bunta;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Buol;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
ToliToli;DampalSelatan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;DampalUtara;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Damsol;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Dolo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;Dondo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Gadung;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;Galang;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ParigiMoutong;Kasimbar;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Kintom;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Kulawi;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;Lage;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Lamala;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;Lampasio;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;Lembo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;Liang;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Lipunoto;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
BanggaiKepulauan;LoBangkurung;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;LoreSelatan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;LoreTengah;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;LoreUtara;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Luwuk;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
Morowali;Mamosalato;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Marawola;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;MenuiKepulauan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Momunu;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Morowali;MoriAtas;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ParigiMoutong;Moutong;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ToliToli;OgoDeide;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Banggai;Pagimana;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Buol;Paleleh;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Palolo;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Palu;Palu;63000;3 - 4 Hari;54000;5 - 6 Hari;-;-;YOGYAKARTA
Palu;PaluBarat;63000;3 - 4 Hari;54000;5 - 6 Hari;-;-;YOGYAKARTA
Palu;PaluSelatan;63000;3 - 4 Hari;54000;5 - 6 Hari;-;-;YOGYAKARTA
Palu;PaluTimur;63000;3 - 4 Hari;54000;5 - 6 Hari;-;-;YOGYAKARTA
Palu;PaluUtara;63000;3 - 4 Hari;54000;5 - 6 Hari;-;-;YOGYAKARTA
Poso;PamonaSelatan;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;PamonaTimur;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;PamonaUtara;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
ParigiMoutong;Parigi;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
Morowali;Petasia;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Pipikoro;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Poso;PosoKota;78000;6 - 7 Hari;67000;7 - 8 Hari;-;-;YOGYAKARTA
Poso;PosoPesisir;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
Donggala;Riopakawa;98000;7 - 8 Hari;84000;8 - 10 Hari;-;-;YOGYAKARTA
